,categories,dates,event_links,event_titles
172,"Arts & Crafts,Best for KidsFree",09/12/2017,https://www.nycgovparks.org/events/2017/09/12/kids-le-petit-art,Kids Le Petit Art
173,"Art,History,Tours,SeniorsFree",09/12/2017,https://www.nycgovparks.org/events/2017/09/12/tour-of-gracie-mansion3,Tour of Gracie Mansion
174,"Fitness,Waterfront,Outdoor FitnessFree",09/12/2017,https://www.nycgovparks.org/events/2017/09/12/yoga-in-the-park,Yoga in the Park
175,"Education,Nature,History,Waterfront,WildlifeFree",09/12/2017,https://www.nycgovparks.org/events/2017/09/12/little-hell-gate-salt-marsh-tour,Little Hell Gate Salt Marsh Tour
176,NatureFree,09/12/2017,https://www.nycgovparks.org/events/2017/09/12/rat-prevention-for-community-composting-part-2,Rat Prevention for Community Composting: Part 2
177,"Education,Fitness,Sports,Outdoor FitnessFree",09/12/2017,https://www.nycgovparks.org/events/2017/09/12/summer-on-the-hudson-riverside-hiit,Summer on the Hudson: Riverside HIIT
178,"Dance,Fitness,Waterfront,Outdoor FitnessFree",09/12/2017,https://www.nycgovparks.org/events/2017/09/12/summer-on-the-hudson-bodyroll-workout-w-viva,Summer on the Hudson: Bodyroll Workout with VIVA!
179,"Fitness,Outdoor FitnessFree",09/12/2017,https://www.nycgovparks.org/events/2017/09/12/yoga,CANCELLED: Yoga
180,FitnessFree,09/12/2017,https://www.nycgovparks.org/events/2017/09/12/nyrr-open-run-brooklyn-bridge-park,NYRR Open Run: Brooklyn Bridge Park
181,FitnessFree,09/12/2017,https://www.nycgovparks.org/events/2017/09/12/nyrr-open-run-silver-lake-park,NYRR Open Run: Silver Lake Park
182,"Fitness,Outdoor FitnessFree",09/12/2017,https://www.nycgovparks.org/events/2017/09/12/free-bootcamp-class,Free Bootcamp Class
183,"Accessible,Sports",09/12/2017,https://www.nycgovparks.org/events/2017/09/12/wheelchair-basketball-open-gym-hosted-by-the-axis-project-wheelchair-basketball,Wheelchair Basketball Open Gym Hosted by the Axis Project Wheelchair Basketball
184,"Film,Free Summer Movies,Movies Under the StarsFree",09/12/2017,https://www.nycgovparks.org/events/2017/09/12/movies-under-the-stars-cinema-paradiso-1989,Movies Under the Stars: Cinema Paradiso (1989)
185,"Fitness,Outdoor FitnessFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/bryant-park-boot-camp,Bryant Park Boot Camp
186,"Accessible,Fitness,Outdoor Fitness,SeniorsFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/outdoor-exercise-with-nancy-bruning,Outdoor Exercise with Nancy Bruning
187,"Nature,VolunteerFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/farm-and-compost-volunteer-days,Farm and Compost Volunteer Days
188,"Volunteer,It's My ParkFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/its-my-park-at-juniper-valley-park,It's My Park at Juniper Valley Park
189,"Accessible,Art,HistoryFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/the-bronx-meets-east-africa,The Bronx Meets East Africa
190,"Accessible,TalksFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/basic-sign-language,Basic Sign Language
191,"Education,ToursFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/bryant-park-public-tours,Bryant Park Public Tours
192,"Education,Nature,History,ToursFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/central-park-tour-midpark-welcome-tour,Central Park Tour: Mid-Park Welcome Tour
193,Arts & CraftsFree,09/13/2017,https://www.nycgovparks.org/events/2017/09/13/special-express-arts,Special Express Arts 1
194,"Arts & Crafts,SeniorsFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/adults-le-petit-zen-art,Adults Le Petit Zen Art
195,"Education,Nature,Volunteer,WaterfrontFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/stuy-cove-park-redesign-and-plant-giveaway,Stuy Cove Park Re-design and Plant Giveaway
196,"Arts & Crafts,Best for KidsFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/recycle-to-art,Recycle to Art
197,NatureFree,09/13/2017,https://www.nycgovparks.org/events/2017/09/13/farm-open-hours,Farm Open Hours
198,"Volunteer,It's My ParkFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/its-my-park-at-northerleigh-park,It's My Park at Northerleigh Park
199,"Dance,Fitness,Waterfront,Outdoor FitnessFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/dance-fitness-in-the-park,Dance Fitness in the Park
200,"Dance,Fitness,Waterfront,Outdoor FitnessFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/zumba,Zumba
201,"Arts & Crafts,Education,Art,SeniorsFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/arts-culture-fun-make-your-mark,"Arts, Culture & Fun: Make Your Mark"
202,"Fitness,Outdoor Fitness,HikingFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/evening-group-hike-at-the-greenbelt-nature-center,Evening Group Hike at the Greenbelt Nature Center
203,"Fitness,Waterfront,Outdoor FitnessFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/summer-on-the-hudson-yoga-evening-salute-to-the-sun,Summer on the Hudson: Yoga Evening Salute to the Sun
204,"Fitness,Waterfront,Outdoor FitnessFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/yoga-in-the-battery,Yoga in The Battery
205,"Fitness,Outdoor FitnessFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/fitness-class-with-orangetheory,Fitness Class with Orangetheory!
206,"Film,Movies Under the StarsFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/movies-under-the-stars-one-film-one-new-york,"Movies Under the Stars: One Film, One New York - Crooklyn"
207,"Film,Movies Under the StarsFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/movies-under-the-stars-one-film-one-new-york1,"Movies Under the Stars: One Film, One New York - Crooklyn"
208,"Film,Free Summer Movies,Movies Under the StarsFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/movies-under-the-stars-one-film-one-new-york2,"Movies Under the Stars: One Film, One New York - Crooklyn"
209,"Free Summer Movies,Movies Under the StarsFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/movies-under-the-stars-one-film-one-new-york3,"Movies Under the Stars: One Film, One New York - Crooklyn"
210,"Film,Movies Under the StarsFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/movies-under-the-stars-one-film-one-new-york4,"Movies Under the Stars: One Film, One New York - Crooklyn"
211,"Film,Free Summer Movies,Movies Under the StarsFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/movies-under-the-stars-la-la-land,Movies Under the Stars: La La Land
212,FitnessFree,09/14/2017,https://www.nycgovparks.org/events/2017/09/14/morning-fitness-at-fort-tryon-park,Morning Fitness at Fort Tryon Park
213,"Education,FitnessFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/bryant-park-tai-chi,Bryant Park Tai Chi
214,"Nature,Fitness,Waterfront,Outdoor Fitness,SeniorsFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/fitness-walk,Fitness Walk
215,"Accessible,Art,HistoryFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/the-bronx-meets-east-africa,The Bronx Meets East Africa
216,"Accessible,FitnessFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/shape-up-dance-movement-for-fitness,Shape Up NYC: Dance Movement for Fitness
217,"Nature,Volunteer,SeniorsFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/biweekly-gardening-club,Bi-weekly Gardening Club
218,"Art,History,ToursFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/conference-house-inside-out,Conference House: Inside Out
219,Arts & CraftsFree,09/14/2017,https://www.nycgovparks.org/events/2017/09/14/special-express-arts-2,Special Express Arts 2
220,"Education,Nature,ToursFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/central-park-tour-stroll-to-strawberry-fields,Central Park Tour: Stroll to Strawberry Fields
221,"Accessible,Markets,Food",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/hudson-yards-farmers-market,Hudson Yards Farmers Market
222,"Education,Nature,History,ToursFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/tour-the-battery,Tour The Battery
223,"Arts & Crafts,Best for KidsFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/kids-imaginative-arts,Kids Imaginative Arts
224,"Education,Games,Best for KidsFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/summer-on-the-hudson-human-chess,Summer on the Hudson: Human Chess
225,"Birding,Nature,WildlifeFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/bryant-park-fall-birding-tours,Bryant Park Fall Birding Tours
226,"Education,NatureFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/vertical-gardening-pallet-planters-aframe,Vertical Gardening: Pallet Planters A-Frame
227,"Accessible,SportsFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/nyc-parks-wheelchair-softball,NYC Parks Wheelchair Softball
228,"Accessible,Education,Art,History,TalksFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/14-sculptors-inc-on-the-rock-2017-lecture-series-anne-stanners-rockaway-wave-and-rockaways-history,"14 Sculptors Inc. On the Rock 2017 Lecture Series: Anne Stanner's ""Rockaway Wave"" and Rockaway's History"
229,"Fitness,Sports,Outdoor FitnessFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/open-track-night,Open Track Night
230,"Fitness,Outdoor FitnessFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/summer-on-the-hudson-yoga-flow,Summer on the Hudson: Yoga Flow
231,FitnessFree,09/14/2017,https://www.nycgovparks.org/events/2017/09/14/nyrr-open-run-flushing-meadows-corona-park,NYRR Open Run: Flushing Meadows Corona Park
232,"Film,Free Summer Movies,Movies Under the StarsFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/movies-under-the-stars-chocolat-2000,Movies Under the Stars: Chocolat (2000)
233,"Film,Free Summer MoviesFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/free-movies-in-hudson-park-ferris-buellers-day-off,Free Movies in Hudson Park: Ferris Bueller's Day Off
234,"Accessible,Concerts,Art,Film,Free Summer Movies,Free Summer Concerts,SeniorsFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/outdoor-movie-screening-nysferatu-symphony-of-a-century-by-andrea-mostrovito,Outdoor Movie Screening - NYsferatu: Symphony of a Century by Andrea Mastrovito
235,"Film,Best for Kids,Free Summer Movies,Movies Under the StarsFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/movies-under-the-stars-power-rangers,Movies Under the Stars: Power Rangers
236,"Accessible,Art,HistoryFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/the-bronx-meets-east-africa,The Bronx Meets East Africa
237,"Nature,Volunteer,WaterfrontFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/coastal-cleanup,Coastal Cleanup
238,"Art,History,ToursFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/conference-house-inside-out,Conference House: Inside Out
239,"Education,Nature,History,Tours,Seniors",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/central-park-tour-iconic-views-of-central-park,Central Park Tour: Iconic Views of Central Park
240,"Nature,Tours,Waterfront,WildlifeFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/weekend-nature-exploration,Weekend Nature Exploration
241,"Accessible,Arts & Crafts,Art,SeniorsFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/adult-imaginative-arts,Adult Imaginative Arts
242,"Arts & Crafts,Best for Kids,Fourth of JulyFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/seasonal-arts-and-crafts,Seasonal Arts and Crafts
243,SportsFree,09/15/2017,https://www.nycgovparks.org/events/2017/09/15/girls-basketball-clinic,Girls Basketball Clinic
244,"Accessible,Games,WaterfrontFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/summer-on-the-hudson-bingo,Summer on the Hudson: Bingo
245,"Accessible,Theater,Free Summer TheaterFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/bryant-park-presents-new-york-city-opera,Bryant Park Presents: New York City Opera - Viva Verdi
246,"Concerts,Dance,Nature,Festivals,Free Summer Concerts,SeniorsFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/arts-culture-fun-flag-day-with-the-city-stompers,"Arts, Culture & Fun: Dance Away the Night with the City Stompers"
247,"Accessible,Art,Fitness,Games,Best for Kids,Sports,WaterfrontFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/bronx-sole-run-game-night-and-public-art-in-virginia-park,"Bronx Sole Run, Game Night and Public Art in Virginia Park"
248,"Film,History,Free Summer Movies,Movies Under the StarsFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/movies-under-the-stars-cesar-chavez-an-american-hero,Movies Under the Stars: Cesar Chavez: An American Hero
249,FilmFree,09/15/2017,https://www.nycgovparks.org/events/2017/09/15/a-showing-of-in-my-fathers-house,Outdoor Film: In My Father's House
250,"Film,Free Summer Movies,Movies Under the StarsFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/movies-under-the-stars-grown-ups-2-2013,Movies Under the Stars: Grown Ups 2 (2013)
251,"Film,History,Best for Kids,Theater,Free Summer Movies,Movies Under the StarsFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/movies-under-the-stars-newsies-1992,Movies Under the Stars: Newsies (1992)
252,"Accessible,Film,Free Summer Movies,Movies Under the StarsFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/movies-under-the-stars-bless-me-ultima,"Movies Under the Stars: Bless Me, Ultima"
253,"Film,Best for Kids,Free Summer Concerts,Movies Under the StarsFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/movies-under-the-stars-smurfs-the-lost-village,Movies Under the Stars: Smurfs: The Lost Village
254,"Film,Free Summer Movies,Movies Under the StarsFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/movies-under-the-stars-power-rangers,Movies Under the Stars: Power Rangers
255,"Nature,Tours,WildlifeFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/wildlife-tour-high-line-as-habitat,Wildlife Tour: High Line as Habitat
256,FitnessFree,09/16/2017,https://www.nycgovparks.org/events/2017/09/16/van-cortlandt-track-club,Van Cortlandt Track Club
257,"Birding,Education,Nature,Tours,WildlifeFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/bird-walks,Bird Walks
258,"Markets,Food,WaterfrontFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/socrates-farmers-market,Socrates Farmers Market
259,FitnessFree,09/16/2017,https://www.nycgovparks.org/events/2017/09/16/morning-fitness-at-fort-tryon-park,Morning Fitness at Fort Tryon Park
260,FitnessFree,09/16/2017,https://www.nycgovparks.org/events/2017/09/16/nyrr-open-run-soundview-park,NYRR Open Run: Soundview Park
261,"Fitness,Outdoor FitnessFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/nyrr-open-run-astoria-park,NYRR Open Run: Astoria Park
262,FitnessFree,09/16/2017,https://www.nycgovparks.org/events/2017/09/16/nyrr-open-run-canarsie-park,NYRR Open Run: Canarsie Park
263,FitnessFree,09/16/2017,https://www.nycgovparks.org/events/2017/09/16/nyrr-open-run-inwood-hill-park,NYRR Open Run: Inwood Hill Park
264,FitnessFree,09/16/2017,https://www.nycgovparks.org/events/2017/09/16/nyrr-open-run-st-marys-park,NYRR Open Run: St. Mary's Park
265,"Volunteer,It's My ParkFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/its-my-park-at-court-square-park,It's My Park at Court Square Park
266,"Nature,Volunteer,Waterfront,WildlifeFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/international-coast-cleanup-day-conferenece-house-park-edition,International Coastal Cleanup Day: Conference House Park Edition
267,"Volunteer,It's My ParkFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/its-my-park-at-hendrick-i-lott-house,It's My Park at Hendrick I. Lott House
268,"Volunteer,It's My ParkFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/its-my-park-at-westerleigh-park,It's My Park at Westerleigh Park
269,"Volunteer,It's My ParkFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/its-my-park-at-lemon-creek-park,It's My Park at Lemon Creek Park
270,"Education,Nature,Fitness,Sports,Waterfront",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/learntorow-1,Learn-to-Row 1
271,"Markets,Food",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/hattie-carthan-community-saturday-farmers-market,Hattie Carthan Community Saturday Farmers Market
272,"Accessible,Art,HistoryFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/the-bronx-meets-east-africa,The Bronx Meets East Africa
273,"Birding,Nature,Best for Kids,Tours,Wildlife",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/bird-walks-with-new-york-city-audubon,Bird Walks with New York City Audubon
274,"Accessible,FitnessFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/shape-up-zumbaadults,Shape Up NYC: Zumba - Adults
275,"Volunteer,It's My ParkFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/its-my-park-at-rudd-playground,It's My Park at Rudd Playground
276,"Birding,Nature,WildlifeFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/cabrini-woods-migration-walk,Cabrini Woods Migration Walk
277,"Nature,Volunteer,WaterfrontFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/green-team,Green Team
278,"Education,Nature,Fitness,Best for Kids,Tours,Outdoor Fitness,SeniorsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/claremont-in-motion-bike-ride,Claremont in Motion Bike Ride
279,"Education,NatureFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/farm-garden-work-days-nyc-compost-project,Farm & Garden Work Days: NYC Compost Project
280,"Volunteer,It's My ParkFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/its-my-park-at-new-dorp-beach,It's My Park at New Dorp Beach
281,"Volunteer,It's My ParkFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/its-my-park-at-owls-head-park,It's My Park at Owl's Head Park
282,"Volunteer,It's My ParkFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/its-my-park-at-baisley-pond-park,It's My Park at Baisley Pond Park
283,"Arts & Crafts,Best for KidsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/family-art-project-dotted-ladybug-backpacks-parade,Family Art Project: Dotted Ladybug Backpacks Parade
284,VolunteerFree,09/16/2017,https://www.nycgovparks.org/events/2017/09/16/saturday-woodland-corps,Saturday Woodland Corps
285,"Art,History,ToursFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/conference-house-inside-out,Conference House: Inside Out
286,"Fitness,Outdoor FitnessFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/summer-on-the-hudson-butt-gut,Summer on the Hudson: Butt & Gut
287,"Dance,Fitness,Sports,Waterfront,Outdoor FitnessFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/summer-on-the-hudson-shape-up-nyc-zumba-in-west-harlem-piers-park,Summer on the Hudson: Shape Up NYC Zumba in West Harlem Piers Park
288,Best for KidsFree,09/16/2017,https://www.nycgovparks.org/events/2017/09/16/stories-at-the-statue-of-hans-christian-andersen,Stories at the Statue of Hans Christian Andersen
289,"Art,Fitness,Sports,Outdoor Fitness,SeniorsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/public-art-and-yoga-in-fort-greene-park,Public Art and Yoga In Fort Greene Park
290,"Education,Nature,History,ToursFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/central-park-tour-southern-welcome-tour,Central Park Tour: Southern Welcome Tour
291,"Nature,ToursFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/garden-highlights-walk,Garden Highlights Walk
292,"Arts & Crafts,Best for Kids,Theater",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/the-princess-the-emperor-and-the-duck,"The Princess, The Emperor and The Duck"
293,"Nature,History,Tours",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/central-park-tour-hallett-nature-sanctuary-and-the-pond,Central Park Tour: Hallett Nature Sanctuary and the Pond
294,"History,ToursFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/wallabout-historic-walking-tour,Wallabout Historic Walking Tour
295,"Education,Art,SeniorsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/arts-culture-fun-make-your-mark,"Arts, Culture & Fun: Make Your Mark"
296,"Volunteer,It's My ParkFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/its-my-park-at-brower-park,It's My Park at Brower Park
297,"Nature,Hiking,WildlifeFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/butterfly-stroll-discovery-hike,Butterfly Stroll: Discovery Hike
298,"Volunteer,It's My ParkFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/its-my-park-at-thomas-greene-playground,It's My Park at Thomas Greene Playground
299,"Markets,FoodFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/farmers-market-and-spinning-felting-demo,Farmers Market and Spinning & Felting Demo
300,"Arts & Crafts,Education,Nature,Art,History,Best for Kids,ToursFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/farmhouse-family-day,Farmhouse Family Day
301,"Education,Nature,Best for Kids,Tours,Food,Talks,WaterfrontFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/urban-farm-exploration-day,Urban Farm Exploration Day
302,"Birding,Nature,WildlifeFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/introduction-to-bird-watching,Introduction to Bird Watching
303,"Volunteer,It's My ParkFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/its-my-park-at-st-nicholas-park,It's My Park at St. Nicholas Park
304,"Arts & Crafts,Nature,Art,Best for KidsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/saturday-sculpture-workshop-meadow-mazes-with-free-style-arts-association,Saturday Sculpture Workshop: Meadow Mazes with Free Style Arts Association
305,"Birding,Nature,Festivals,Best for Kids,WildlifeFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/raptor-fest,Raptor Fest
306,FestivalsFree,09/16/2017,https://www.nycgovparks.org/events/2017/09/16/poseidons-parade,Poseidon's Parade
307,"Arts & Crafts,Nature,Festivals,FoodFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/greenthumb-harvest-fair,GreenThumb Harvest Fair
308,"Fitness,History,Outdoor FitnessFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/capoeira-for-beginners,Capoeira for Beginners
309,"History,Tours",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/wave-hill-history-walk,Wave Hill History Walk
310,"Arts & Crafts,Best for Kids,Theater",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/the-princess-the-emperor-and-the-duck1,"The Princess, The Emperor and The Duck"
311,"Arts & Crafts,Education,Talks",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/spinning-felting-workshop-demonstration,Spinning & Felting Workshop Demonstration
312,"Education,NatureFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/turn-learn-nyc-compost-project,Turn & Learn: NYC Compost Project
313,Best for KidsFree,09/16/2017,https://www.nycgovparks.org/events/2017/09/16/the-amazing-michaels-juggling-show-at-forest-park-carousel,Contortionist Jared at Forest Park Carousel
314,"Nature,Art,Best for Kids,ToursFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/flow17-meet-the-artist-photographytour,FLOW.17 Meet the Artist PhotographyTour
315,"Accessible,History,ToursFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/union-square-park-crossroads-of-new-york-walking-tour,Union Square Park: Crossroads of New York Walking Tour
316,"Arts & Crafts,Best for KidsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/paper-arts-and-crafts,CANCELLED: Paper Arts and Crafts
317,"Accessible,Arts & CraftsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/crochet-basics-accessories-adults,CANCELLED: Crochet Basics and Accessories - Adults
318,"Education,Nature,History,Tours,SeniorsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/central-park-tour-west-side-stories,Central Park Tour: West Side Stories
319,"Art,Tours,WaterfrontFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/14-sculptors-inc-on-the-rock-2017-bike-tour,14 Sculptors Inc. On the Rock 2017 Bike Tour
320,"Concerts,Free Summer ConcertsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/ingardens-free-jazz-concerts,InGardens Free Jazz Concerts
321,Best for KidsFree,09/16/2017,https://www.nycgovparks.org/events/2017/09/16/the-amazing-michaels-juggling-show-at-forest-park-carousel1,Contortionist Jared at Forest Park Carousel
322,"Art,History,ToursFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/conference-house-inside-out-opening-reception1,Conference House: Inside Out - Opening Reception
323,"Accessible,Film,History,Free Summer Movies,Seniors,Astronomy,Movies Under the StarsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/movies-under-the-stars-hidden-figures1,Movies Under the Stars: Hidden Figures
324,"Film,Best for Kids,Free Summer Movies,Movies Under the StarsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/movies-under-the-stars-the-angry-birds-movie,Movies Under the Stars: The Angry Birds Movie
325,"Film,History,Free Summer Movies,Movies Under the StarsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/movies-under-the-stars-hidden-figures,Movies Under the Stars: Hidden Figures
326,"Film,Best for Kids,Free Summer Movies,Movies Under the StarsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/movies-under-the-stars-sing,Movies Under the Stars: Sing
327,"Film,Best for Kids,Free Summer Movies,Movies Under the StarsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/movies-under-the-stars-the-hunger-games-mockingjay-part-2,"Movies Under the Stars: The Hunger Games: Mockingjay, Part 2"
328,"Film,Free Summer Movies,Movies Under the StarsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/movies-under-the-stars-la-la-land,Movies Under the Stars: La La Land
329,"Film,Best for Kids,Free Summer Movies,Movies Under the StarsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/movies-under-the-stars-boss-baby,Movies Under the Stars: Boss Baby
330,FitnessFree,09/17/2017,https://www.nycgovparks.org/events/2017/09/17/nyrr-open-run-marine-park,NYRR Open Run: Marine Park
331,FitnessFree,09/17/2017,https://www.nycgovparks.org/events/2017/09/17/nyrr-open-run-conference-house-park,NYRR Open Run: Conference House Park
332,FitnessFree,09/17/2017,https://www.nycgovparks.org/events/2017/09/17/nyrr-open-run-crotona-park,NYRR Open Run: Crotona Park
333,FitnessFree,09/17/2017,https://www.nycgovparks.org/events/2017/09/17/nyrr-open-run-cunningham-park,NYRR Open Run: Cunningham Park
334,"Markets,FoodFree",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/farmers-market,Cunningham Park Farmers Market
335,"Markets,Food",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/hattie-carthan-community-sunday-farmers-market,Hattie Carthan Community Sunday Farmers Market
336,"Fitness,Outdoor FitnessFree",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/free-yoga-in-the-hudson-boulevard-park,Free Yoga
337,"Fitness,Outdoor FitnessFree",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/tai-chi-fort-greene,Tai Chi Fort Greene
338,"Volunteer,It's My ParkFree",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/its-my-park-at-lt-lia-playground,It's My Park at Lt. Lia Playground
